,hour_of_day,country,device_type,login_success,sessions_per_hour
1853,19,DE,desktop,False,5
1854,21,US,mobile,True,6
1855,9,US,mobile,False,2
1856,18,CA,mobile,True,2
1857,13,US,mobile,True,4
1858,19,FR,desktop,True,5
1859,18,CA,desktop,True,4
1860,18,US,desktop,True,5
1861,17,FR,mobile,True,3
1862,8,AU,desktop,True,3
1863,14,US,desktop,True,7
1864,23,UK,desktop,True,3
1865,21,US,mobile,True,3
1866,3,US,mobile,True,3
1867,8,US,mobile,True,4
1868,7,UK,desktop,True,8
1869,18,AU,desktop,True,4
1870,19,UK,tablet,True,1
1871,9,US,mobile,True,3
1872,13,CA,mobile,True,2
1873,19,US,desktop,True,8
1874,18,FR,desktop,True,9
1875,14,UK,desktop,True,3
1876,16,US,desktop,True,6
1877,13,US,mobile,True,3
1878,10,DE,desktop,True,7
1879,15,US,desktop,True,4
1880,17,DE,mobile,True,4
1881,20,US,mobile,True,4
1882,16,US,mobile,True,2
1883,18,UK,mobile,True,3
1884,8,FR,desktop,True,4
1885,13,FR,mobile,True,1
1886,0,US,mobile,False,1
1887,9,US,mobile,True,2
1888,18,US,mobile,True,2
1889,23,UK,mobile,True,4
1890,6,UK,desktop,True,3
1891,12,FR,mobile,True,2
1892,19,FR,mobile,True,3
1893,8,US,mobile,True,2
1894,15,UK,mobile,True,1
1895,18,FR,mobile,True,3
1896,16,DE,mobile,True,2
1897,8,US,desktop,True,8
1898,11,US,desktop,True,2
1899,19,UK,mobile,True,5
1900,15,US,mobile,True,2
1901,0,US,tablet,True,2
1902,18,US,desktop,True,5
1903,2,CA,mobile,True,3
1904,18,US,desktop,True,4
1905,8,US,desktop,False,3
1906,22,US,desktop,True,4
1907,11,DE,mobile,True,3
1908,10,FR,mobile,True,1
1909,7,UK,mobile,True,3
1910,10,UK,desktop,False,6
1911,20,AU,desktop,True,4
1912,23,US,mobile,True,3
1913,11,US,desktop,True,8
1914,12,US,desktop,True,8
1915,18,US,tablet,True,4
1916,20,US,desktop,True,8
1917,16,FR,tablet,True,3
1918,11,CA,mobile,False,2
1919,12,UK,desktop,True,2
1920,17,FR,desktop,True,5
1921,0,US,mobile,True,3
1922,16,US,mobile,True,3
1923,11,UK,tablet,True,2
1924,19,CA,mobile,True,1
1925,6,US,desktop,True,10
1926,15,UK,mobile,True,3
1927,13,CA,mobile,True,1
1928,17,CA,mobile,True,1
1929,5,CA,mobile,True,4
1930,15,US,desktop,True,7
1931,15,US,mobile,True,6
1932,15,UK,mobile,True,5
1933,16,US,mobile,True,3
1934,17,FR,mobile,True,3
1935,19,UK,mobile,True,2
1936,9,US,desktop,True,4
1937,19,DE,mobile,True,1
1938,13,UK,mobile,True,0
1939,5,US,mobile,True,6
1940,4,DE,mobile,True,1
1941,10,FR,mobile,True,4
1942,19,CA,mobile,True,4
1943,18,US,desktop,True,6
1944,19,UK,desktop,True,5
1945,14,DE,desktop,True,5
1946,12,US,mobile,True,4
1947,7,US,mobile,True,1
1948,10,FR,mobile,True,3
1949,12,US,desktop,True,6
1950,6,DE,tablet,False,1
1951,9,UK,mobile,True,0
1952,16,UK,mobile,True,4
1953,18,US,desktop,False,5
1954,23,DE,desktop,False,9
1955,21,US,desktop,True,5
1956,17,UK,desktop,True,6
1957,12,CA,tablet,True,3
1958,16,CA,mobile,True,2
1959,19,AU,desktop,True,10
1960,7,UK,tablet,True,0
1961,12,US,desktop,True,10
1962,19,AU,mobile,True,1
1963,11,CA,mobile,True,5
1964,15,US,mobile,True,6
1965,15,US,mobile,True,3
1966,8,DE,desktop,True,2
1967,11,US,mobile,True,3
1968,10,CA,mobile,True,5
1969,1,UK,desktop,True,7
1970,1,US,mobile,True,3
1971,19,CA,mobile,True,4
1972,9,US,mobile,True,3
1973,14,UK,desktop,True,0
1974,10,UK,mobile,True,3
1975,21,UK,desktop,True,2
1976,9,CA,mobile,True,0
1977,12,DE,desktop,True,4
1978,20,DE,mobile,True,6
1979,19,US,mobile,True,6
1980,8,US,mobile,True,2
1981,19,UK,mobile,True,5
1982,12,FR,mobile,False,2
1983,13,DE,mobile,True,3
1984,7,DE,mobile,True,0
1985,6,US,mobile,True,2
1986,18,UK,mobile,True,4
1987,13,UK,mobile,True,3
1988,12,US,desktop,True,5
1989,18,US,desktop,False,2
1990,18,FR,mobile,True,4
1991,8,US,mobile,True,5
1992,16,US,tablet,True,3
1993,7,US,mobile,True,0
1994,18,FR,tablet,True,6
1995,17,UK,mobile,True,2
1996,22,CA,desktop,True,8
1997,5,FR,mobile,True,5
1998,4,US,desktop,True,5
1999,9,CA,mobile,True,3
2000,9,US,desktop,True,8
2001,9,US,mobile,True,6
2002,20,DE,mobile,True,1
2003,9,DE,desktop,True,10
2004,9,US,mobile,True,3
2005,18,US,desktop,True,0
2006,12,UK,mobile,True,1
2007,18,US,desktop,True,1
2008,5,US,mobile,True,2
2009,13,US,tablet,True,5
2010,2,US,tablet,True,2
2011,5,DE,mobile,True,3
2012,20,US,desktop,True,5
2013,7,US,desktop,True,5
2014,14,UK,mobile,True,4
2015,12,FR,desktop,False,2
2016,10,US,mobile,True,0
2017,20,US,desktop,True,4
2018,1,US,mobile,True,4
2019,17,CA,mobile,True,2
2020,22,UK,mobile,True,1
2021,15,DE,mobile,True,2
2022,21,AU,desktop,True,5
2023,4,DE,tablet,True,0
2024,12,CA,mobile,True,2
2025,9,UK,mobile,True,2
2026,18,US,desktop,True,7
2027,23,AU,mobile,True,2
2028,9,US,mobile,True,3
2029,17,US,mobile,True,1
2030,8,CA,mobile,True,5
2031,15,US,mobile,True,1
2032,13,UK,desktop,True,5
2033,22,UK,mobile,True,3
2034,16,UK,desktop,True,3
2035,10,DE,mobile,True,2
2036,7,US,mobile,True,3
2037,8,UK,desktop,True,3
2038,9,UK,mobile,False,3
2039,9,CA,mobile,True,0
2040,20,DE,desktop,True,5
2041,15,US,mobile,True,1
2042,14,CA,desktop,True,5
2043,7,US,mobile,True,3
2044,20,FR,desktop,True,5
2045,18,US,mobile,True,2
2046,5,CA,mobile,True,3
2047,18,US,tablet,True,2
2048,14,US,desktop,True,7
2049,6,UK,mobile,True,3
2050,12,FR,mobile,True,2
2051,13,UK,mobile,True,4
2052,8,FR,desktop,True,7
2053,21,UK,desktop,True,5
2054,19,UK,desktop,True,3
2055,17,US,mobile,True,2
2056,13,DE,desktop,True,4
2057,12,US,mobile,True,3
2058,17,FR,mobile,True,3
2059,14,FR,mobile,True,3
2060,5,FR,tablet,True,2
2061,14,UK,desktop,True,10
2062,19,CA,mobile,True,1
2063,12,DE,desktop,True,5
2064,4,US,desktop,True,3
2065,19,CA,mobile,True,2
2066,8,US,mobile,True,1
2067,9,UK,tablet,False,0
2068,8,US,desktop,True,8
2069,10,US,mobile,True,2
2070,18,US,mobile,True,4
2071,14,UK,mobile,True,4
2072,8,CA,mobile,True,2
2073,20,US,tablet,True,1
2074,20,UK,mobile,True,3
2075,20,US,desktop,True,3
2076,9,UK,mobile,True,4
2077,12,CA,mobile,True,0
2078,23,UK,mobile,True,5
2079,18,CA,desktop,True,10
2080,1,US,mobile,True,4
2081,5,DE,desktop,True,5
2082,13,UK,mobile,True,1
2083,20,UK,mobile,True,5
2084,14,CA,mobile,True,3
2085,13,US,mobile,True,2
2086,6,CA,desktop,True,6
2087,17,CA,mobile,True,7
2088,19,US,desktop,True,3
2089,11,US,mobile,False,2
2090,18,US,mobile,True,0
2091,22,FR,mobile,True,2
2092,8,CA,mobile,False,1
2093,14,US,desktop,True,2
2094,9,US,desktop,True,8
2095,19,UK,mobile,True,3
2096,15,DE,mobile,True,3
2097,16,US,desktop,True,4
2098,19,US,desktop,True,3
2099,11,FR,desktop,True,3
2100,21,US,mobile,True,4
2101,14,US,mobile,True,2
2102,8,AU,tablet,True,2
2103,17,CA,desktop,True,7
2104,19,US,mobile,True,6
2105,10,US,desktop,True,6
2106,20,US,desktop,True,1
2107,20,US,mobile,True,0
2108,9,FR,mobile,True,3
2109,23,UK,mobile,True,1
2110,7,CA,mobile,True,5
2111,8,FR,desktop,True,5
2112,8,UK,mobile,True,3
2113,20,US,desktop,True,8
2114,17,UK,tablet,True,0
2115,8,FR,mobile,True,4
2116,12,DE,mobile,True,2
2117,16,US,desktop,True,8
2118,6,CA,desktop,True,8
2119,20,UK,desktop,True,3
2120,19,FR,mobile,True,1
2121,13,US,mobile,True,1
2122,22,UK,mobile,True,5
2123,12,FR,tablet,True,2
2124,23,UK,mobile,True,5
2125,17,UK,desktop,True,11
2126,16,US,mobile,True,1
2127,8,US,tablet,True,1
2128,20,US,desktop,True,8
2129,12,FR,mobile,True,3
2130,8,US,desktop,True,1
2131,0,UK,mobile,True,6
2132,15,CA,mobile,True,2
2133,14,US,mobile,True,3
2134,18,UK,mobile,False,0
2135,20,CA,mobile,False,3
2136,5,FR,desktop,True,5
2137,18,CA,desktop,True,5
2138,8,CA,mobile,True,4
2139,20,US,desktop,True,7
2140,19,FR,desktop,True,4
2141,14,US,tablet,False,1
2142,18,DE,desktop,True,4
2143,10,US,mobile,True,2
2144,13,FR,mobile,True,3
2145,19,CA,desktop,True,1
2146,12,DE,mobile,True,0
2147,11,US,mobile,True,4
2148,13,UK,mobile,True,1
2149,19,CA,mobile,True,6
2150,10,DE,mobile,True,3
2151,8,US,mobile,True,4
2152,18,AU,mobile,False,1
2153,19,FR,desktop,True,5
2154,6,US,mobile,True,6
2155,9,DE,mobile,True,2
2156,7,UK,mobile,True,6
2157,10,UK,mobile,True,4
2158,12,US,mobile,True,4
2159,18,UK,mobile,True,3
2160,17,CA,mobile,True,3
2161,16,UK,desktop,True,10
2162,11,CA,mobile,True,3
2163,19,CA,mobile,True,3
2164,13,CA,mobile,True,3
2165,22,US,desktop,False,3
2166,16,FR,desktop,True,4
2167,7,UK,desktop,False,4
2168,17,US,mobile,True,1
2169,10,US,mobile,True,2
2170,17,UK,mobile,True,6
2171,5,FR,desktop,True,5
2172,8,US,mobile,True,1
2173,20,CA,tablet,True,1
2174,9,US,desktop,True,6
2175,19,UK,desktop,True,4
2176,9,AU,mobile,True,1
2177,17,DE,desktop,True,6
2178,17,US,mobile,True,5
2179,14,UK,mobile,True,2
2180,10,US,mobile,False,1
2181,9,UK,desktop,True,3
2182,2,DE,mobile,True,3
2183,10,DE,mobile,True,5
2184,17,US,mobile,True,2
2185,21,FR,desktop,True,3
2186,20,UK,desktop,True,3
2187,18,US,desktop,False,5
2188,19,UK,mobile,True,7
2189,17,CA,mobile,True,2
2190,9,UK,mobile,True,6
2191,20,UK,mobile,True,3
2192,17,UK,desktop,True,6
2193,15,US,mobile,True,4
2194,7,DE,mobile,True,7
2195,12,UK,mobile,True,0
2196,13,US,desktop,True,5
2197,20,DE,mobile,True,3
2198,14,FR,mobile,True,5
2199,11,FR,desktop,True,4
2200,22,US,mobile,True,2
2201,7,US,desktop,True,4
2202,12,UK,mobile,True,2
2203,3,US,desktop,True,4
2204,18,FR,mobile,True,3
2205,21,US,mobile,True,4
2206,9,US,desktop,True,6
2207,20,UK,mobile,True,1
2208,10,US,mobile,True,5
2209,21,DE,mobile,True,4
2210,18,UK,desktop,True,8
2211,19,US,mobile,True,5
2212,0,US,tablet,True,3
2213,22,UK,tablet,True,1
2214,18,US,desktop,True,3
2215,10,CA,mobile,True,1
2216,19,UK,mobile,True,3
2217,9,CA,desktop,True,3
2218,20,FR,mobile,True,4
2219,7,FR,mobile,True,1
2220,18,FR,mobile,True,6
2221,14,US,mobile,True,3
2222,6,US,mobile,True,2
2223,9,US,mobile,True,0
2224,0,FR,desktop,False,4
2225,13,AU,mobile,True,1
2226,10,FR,mobile,True,4
2227,16,US,mobile,True,2
2228,10,FR,mobile,True,6
2229,10,UK,mobile,True,2
2230,18,US,desktop,True,2
2231,3,UK,tablet,True,1
2232,20,US,mobile,True,5
2233,20,UK,mobile,True,1
2234,17,US,mobile,True,4
2235,16,UK,tablet,True,3
2236,20,CA,desktop,True,6
2237,8,FR,desktop,True,6
2238,5,CA,mobile,True,3
2239,9,UK,tablet,False,1
2240,19,DE,mobile,True,1
2241,2,FR,mobile,True,3
2242,15,US,desktop,True,5
2243,23,UK,desktop,True,2
2244,20,US,mobile,True,3
2245,14,US,mobile,True,1
2246,5,CA,mobile,True,3
2247,19,FR,mobile,True,4
2248,16,US,mobile,True,3
2249,7,DE,tablet,False,2
2250,6,FR,desktop,True,5
2251,20,FR,desktop,True,3
2252,17,US,desktop,True,8
2253,19,FR,mobile,True,0
2254,20,US,desktop,True,10
2255,15,UK,mobile,True,4
2256,14,US,mobile,True,3
2257,12,US,mobile,False,2
2258,10,CA,mobile,True,6
2259,12,UK,desktop,True,7
2260,18,US,tablet,True,0
2261,16,US,mobile,True,6
2262,20,CA,desktop,True,5
2263,12,US,mobile,True,2
2264,16,DE,desktop,True,7
2265,16,US,mobile,True,3
2266,16,US,mobile,True,7
2267,18,US,mobile,True,2
2268,9,UK,desktop,True,3
2269,14,US,mobile,True,1
2270,6,US,desktop,True,2
2271,11,AU,mobile,True,2
2272,13,CA,desktop,True,2
2273,17,US,desktop,True,4
2274,22,UK,mobile,True,1
2275,16,FR,mobile,True,6
2276,18,US,desktop,True,6
2277,13,US,desktop,True,8
2278,16,DE,desktop,True,1
2279,5,CA,mobile,True,1
2280,9,UK,mobile,True,3
2281,11,US,tablet,True,4
2282,13,US,mobile,True,1
2283,3,CA,mobile,True,4
2284,7,US,mobile,True,3
2285,9,UK,desktop,True,2
2286,22,UK,desktop,True,5
2287,10,US,mobile,True,3
2288,13,FR,mobile,True,2
2289,8,DE,mobile,True,3
2290,16,CA,mobile,True,3
2291,9,US,mobile,True,3
2292,8,US,tablet,True,3
2293,14,UK,mobile,True,2
2294,0,US,mobile,True,1
2295,0,AU,desktop,True,3
2296,9,US,mobile,True,4
2297,2,UK,mobile,True,2
2298,6,US,mobile,True,1
2299,10,CA,mobile,True,2
2300,19,US,desktop,True,0
2301,15,UK,mobile,True,1
2302,14,US,mobile,True,4
2303,10,FR,desktop,True,3
2304,21,US,desktop,True,5
2305,11,FR,mobile,True,2
2306,6,DE,mobile,True,1
2307,16,US,tablet,True,2
2308,7,DE,mobile,True,0
2309,10,US,desktop,True,8
2310,13,AU,desktop,True,5
2311,20,UK,desktop,True,5
2312,13,US,mobile,True,0
2313,18,US,mobile,True,0
2314,23,US,desktop,True,8
2315,7,AU,mobile,True,1
2316,9,US,mobile,True,3
2317,11,CA,mobile,True,4
2318,12,UK,mobile,True,1
2319,12,FR,tablet,True,0
2320,20,US,mobile,True,2
2321,18,UK,tablet,True,2
2322,16,UK,mobile,True,2
2323,10,CA,mobile,True,2
2324,19,US,mobile,True,2
2325,22,US,desktop,True,4
2326,19,US,desktop,True,4
2327,0,CA,mobile,True,3
2328,16,US,desktop,True,11
2329,4,UK,mobile,True,3
2330,9,US,desktop,True,6
2331,4,FR,tablet,True,1
2332,16,FR,desktop,True,4
2333,17,UK,tablet,True,0
2334,7,US,mobile,True,0
2335,11,US,mobile,False,1
2336,12,US,mobile,True,2
2337,11,US,mobile,True,4
2338,7,CA,desktop,True,4
2339,12,UK,mobile,True,4
2340,18,FR,desktop,True,6
2341,5,US,mobile,True,0
2342,6,CA,mobile,True,1
2343,11,UK,desktop,True,6
2344,21,UK,mobile,True,2
2345,17,US,desktop,True,2
2346,17,UK,mobile,True,6
2347,11,UK,desktop,True,8
2348,16,CA,mobile,True,2
2349,0,FR,mobile,True,2
2350,16,US,desktop,True,3
2351,21,US,desktop,True,0
2352,16,UK,mobile,True,3
2353,20,UK,mobile,True,1
2354,18,US,mobile,True,5
2355,7,DE,mobile,True,3
2356,20,AU,desktop,True,6
2357,5,FR,desktop,True,6
2358,14,US,mobile,True,2
2359,7,FR,mobile,True,4
2360,0,CA,desktop,True,7
2361,12,UK,mobile,True,6
2362,10,UK,desktop,True,6
2363,13,DE,mobile,True,3
2364,15,UK,desktop,True,4
2365,3,US,mobile,False,2
2366,7,UK,desktop,True,7
2367,15,UK,mobile,False,2
2368,10,US,mobile,True,2
2369,18,FR,desktop,True,9
2370,17,CA,mobile,True,5
2371,19,CA,mobile,True,2
2372,17,US,mobile,True,2
2373,12,CA,mobile,True,1
2374,17,US,desktop,True,7
2375,9,US,desktop,True,7
2376,10,UK,mobile,True,2
2377,19,UK,desktop,True,3
2378,12,UK,mobile,False,5
2379,19,US,desktop,True,4
2380,19,UK,mobile,True,6
2381,20,US,mobile,True,5
2382,21,AU,mobile,True,6
2383,12,UK,mobile,True,5
2384,10,CA,mobile,True,3
2385,15,US,mobile,True,3
2386,11,US,desktop,True,6
2387,16,AU,mobile,True,3
2388,18,US,tablet,True,2
2389,17,UK,mobile,True,5
2390,11,CA,desktop,True,9
2391,8,US,desktop,True,8
2392,12,DE,desktop,True,6
2393,7,UK,desktop,True,3
2394,20,US,desktop,True,0
2395,10,US,mobile,False,3
2396,8,US,desktop,True,4
2397,1,FR,mobile,True,2
2398,17,CA,mobile,True,2
2399,16,US,mobile,False,3
2400,10,US,desktop,True,1
2401,5,CA,mobile,True,3
2402,12,UK,mobile,True,3
2403,10,UK,mobile,True,2
2404,17,US,tablet,True,1
2405,16,US,mobile,True,7
2406,11,CA,mobile,True,1
2407,9,AU,mobile,True,3
2408,23,US,tablet,True,3
2409,12,UK,tablet,True,1
2410,17,UK,desktop,True,5
2411,7,UK,desktop,True,5
2412,13,US,mobile,True,4
2413,1,DE,tablet,True,1
2414,13,UK,mobile,True,6
2415,22,UK,mobile,True,3
2416,11,US,mobile,True,3
2417,2,US,mobile,True,3
2418,2,US,desktop,True,7
2419,11,CA,mobile,True,6
2420,8,US,tablet,True,1
2421,1,CA,mobile,True,5
2422,18,US,mobile,True,3
2423,12,UK,mobile,False,4
2424,9,UK,desktop,True,5
2425,20,US,desktop,True,8
2426,7,US,mobile,True,1
2427,22,US,mobile,True,3
2428,10,CA,mobile,False,0
2429,20,CA,desktop,True,5
2430,16,US,tablet,True,1
2431,19,UK,mobile,False,6
2432,23,US,desktop,True,5
2433,9,US,mobile,True,2
2434,22,US,mobile,True,5
2435,11,FR,tablet,True,2
2436,11,US,mobile,True,7
2437,10,US,mobile,True,2
2438,14,US,mobile,True,1
2439,8,US,mobile,True,5
2440,15,CA,desktop,True,0
2441,14,US,desktop,True,12
2442,18,US,desktop,True,6
2443,19,CA,mobile,True,5
2444,12,US,mobile,True,4
2445,10,CA,mobile,True,4
2446,9,UK,mobile,True,3
2447,8,US,tablet,True,3
2448,4,CA,desktop,True,4
2449,10,US,mobile,True,3
2450,9,UK,desktop,False,7
2451,22,UK,desktop,True,6
2452,15,US,mobile,True,3
2453,10,CA,desktop,True,5
2454,15,FR,mobile,True,3
2455,7,AU,mobile,True,3
2456,12,CA,mobile,True,1
2457,16,UK,mobile,True,1
2458,13,US,mobile,True,1
2459,12,US,mobile,True,2
2460,23,UK,mobile,True,2
2461,20,US,desktop,True,7
2462,16,FR,tablet,True,1
2463,15,US,desktop,True,7
2464,16,US,mobile,True,0
2465,8,US,mobile,True,2
2466,11,DE,mobile,True,2
2467,2,CA,mobile,True,6
2468,13,CA,mobile,False,4
2469,14,US,desktop,True,5
2470,9,DE,desktop,True,6
2471,22,US,desktop,True,5
2472,20,FR,mobile,True,5
2473,18,UK,mobile,True,3
2474,14,US,desktop,True,4
2475,20,UK,mobile,True,2
2476,7,CA,mobile,True,4
2477,19,US,mobile,True,3
2478,7,FR,mobile,True,4
2479,19,UK,mobile,True,7
2480,9,US,desktop,True,6
2481,20,US,desktop,True,3
2482,21,UK,mobile,True,1
2483,7,UK,mobile,True,2
2484,13,UK,desktop,True,3
2485,23,CA,mobile,True,0
2486,13,UK,mobile,True,3
2487,20,AU,mobile,True,1
2488,15,UK,mobile,True,2
2489,11,DE,desktop,True,1
2490,9,US,desktop,True,5
2491,8,US,mobile,True,3
2492,18,US,mobile,True,3
2493,11,UK,mobile,True,3
2494,14,FR,mobile,True,2
2495,13,US,tablet,True,4
2496,15,US,desktop,True,2
2497,20,FR,mobile,True,3
2498,23,US,desktop,True,0
2499,12,CA,desktop,True,3
2500,19,UK,desktop,True,9
2501,18,DE,mobile,True,1
2502,15,US,mobile,True,2
2503,22,US,desktop,True,6
2504,8,UK,mobile,True,3
2505,6,FR,tablet,True,2
2506,20,UK,desktop,True,6
2507,12,US,tablet,True,1
2508,19,CA,mobile,True,0
2509,20,FR,desktop,True,6
2510,5,DE,mobile,True,3
2511,20,AU,tablet,True,3
2512,12,US,mobile,True,3
2513,14,US,mobile,True,2
2514,16,CA,desktop,True,5
2515,21,DE,mobile,True,1
2516,0,US,mobile,True,1
2517,13,US,tablet,True,2
2518,17,DE,mobile,True,3
2519,18,US,desktop,True,4
2520,17,US,mobile,True,3
2521,7,UK,desktop,True,8
2522,10,UK,desktop,True,3
2523,11,CA,mobile,True,5
2524,19,US,mobile,True,3
2525,9,CA,mobile,True,1
2526,9,UK,mobile,True,2
2527,22,UK,mobile,True,2
2528,0,CA,desktop,True,2
2529,23,US,mobile,True,2
2530,17,US,mobile,True,2
2531,19,US,desktop,True,11
2532,10,US,mobile,True,2
2533,0,UK,mobile,True,2
2534,18,DE,mobile,True,4
2535,19,CA,mobile,True,1
2536,18,DE,desktop,True,2
2537,7,US,desktop,True,5
2538,18,UK,mobile,True,2
2539,18,US,mobile,True,1
2540,17,US,mobile,True,2
2541,18,US,mobile,True,4
2542,19,UK,desktop,True,11
2543,16,AU,mobile,False,3
2544,6,US,mobile,True,8
2545,13,US,mobile,True,2
2546,5,DE,desktop,True,4
2547,12,US,desktop,True,4
2548,12,DE,desktop,True,4
2549,5,CA,desktop,True,7
2550,10,FR,mobile,True,9
2551,7,UK,mobile,True,3
2552,19,CA,mobile,True,5
2553,21,UK,desktop,True,10
2554,5,CA,desktop,True,5
2555,22,UK,mobile,True,2
2556,14,US,desktop,True,8
2557,10,UK,desktop,True,7
2558,5,UK,desktop,True,5
2559,13,DE,mobile,False,2
2560,19,CA,desktop,True,5
2561,18,CA,mobile,True,6
2562,4,US,desktop,True,6
2563,5,CA,desktop,True,7
2564,12,UK,mobile,True,3
2565,10,FR,desktop,True,8
2566,9,FR,desktop,True,3
2567,9,US,mobile,True,2
2568,19,DE,mobile,True,5
2569,21,US,mobile,True,1
2570,12,US,tablet,True,1
2571,20,UK,desktop,False,5
2572,10,US,mobile,True,5
2573,13,CA,mobile,True,4
2574,9,US,mobile,True,3
2575,17,US,mobile,True,3
2576,22,UK,mobile,True,2
2577,16,CA,mobile,True,1
2578,11,FR,mobile,True,2
2579,17,CA,mobile,True,5
2580,7,CA,desktop,True,3
2581,20,US,desktop,True,1
2582,13,US,desktop,True,5
2583,12,US,desktop,True,10
2584,15,UK,mobile,True,6
2585,16,CA,mobile,True,4
2586,5,UK,mobile,True,6
2587,17,CA,desktop,True,6
2588,9,UK,desktop,True,6
2589,18,US,desktop,True,4
2590,19,US,desktop,True,5
2591,19,DE,desktop,True,6
2592,15,CA,mobile,True,2
2593,14,FR,mobile,True,1
2594,7,US,mobile,True,4
2595,18,AU,mobile,True,6
2596,9,US,desktop,True,4
2597,13,US,mobile,True,2
2598,9,AU,mobile,True,1
2599,7,US,mobile,True,3
2600,16,CA,mobile,True,2
2601,4,US,mobile,True,4
2602,18,UK,mobile,True,2
2603,10,FR,mobile,True,6
2604,0,US,desktop,True,5
2605,14,CA,mobile,True,0
2606,3,US,desktop,True,5
2607,9,CA,desktop,True,4
2608,18,US,desktop,True,12
2609,5,US,desktop,True,2
2610,19,US,mobile,True,5
2611,0,US,mobile,True,4
2612,9,FR,mobile,True,2
2613,18,US,mobile,True,4
2614,10,US,desktop,True,4
2615,6,UK,desktop,True,5
2616,11,US,mobile,True,4
2617,9,CA,mobile,True,3
2618,19,AU,mobile,False,3
2619,10,UK,desktop,True,5
2620,19,FR,desktop,True,3
2621,20,UK,desktop,True,6
2622,12,US,desktop,True,5
2623,20,CA,mobile,False,3
2624,11,UK,mobile,True,3
2625,22,CA,mobile,True,2
2626,6,FR,mobile,True,4
2627,17,UK,desktop,True,3
2628,13,FR,mobile,True,1
2629,11,DE,desktop,True,8
2630,16,UK,mobile,True,2
2631,18,CA,mobile,True,5
2632,0,US,mobile,True,3
2633,8,AU,mobile,True,6
2634,18,CA,desktop,True,7
2635,17,US,mobile,True,3
2636,22,US,desktop,True,3
2637,18,CA,desktop,True,4
2638,22,US,mobile,True,3
2639,18,US,desktop,True,5
2640,10,UK,mobile,True,5
2641,6,US,desktop,True,6
2642,19,UK,desktop,True,2
2643,17,US,tablet,True,0
2644,3,US,mobile,False,3
2645,11,CA,mobile,True,5
2646,22,UK,mobile,True,1
2647,13,US,mobile,True,4
2648,12,US,desktop,True,5
2649,12,UK,desktop,False,4
2650,8,US,mobile,True,4
2651,11,US,mobile,True,2
2652,11,US,mobile,True,3
2653,4,DE,mobile,True,5
2654,18,DE,mobile,True,2
2655,12,DE,mobile,True,3
2656,19,CA,desktop,True,4
2657,20,CA,mobile,True,4
2658,9,UK,mobile,True,1
2659,17,CA,desktop,True,1
2660,13,US,mobile,True,3
2661,20,CA,desktop,True,5
2662,9,DE,desktop,False,3
2663,17,UK,desktop,False,6
2664,16,US,mobile,True,2
2665,10,US,mobile,True,1
2666,7,CA,desktop,True,7
2667,17,CA,desktop,True,9
2668,18,FR,mobile,True,6
2669,10,US,mobile,True,3
2670,17,DE,mobile,True,4
2671,11,UK,mobile,True,1
2672,18,FR,mobile,True,6
2673,8,UK,mobile,True,4
2674,20,UK,mobile,True,4
2675,9,UK,desktop,True,4
2676,11,CA,mobile,True,4
2677,4,AU,desktop,True,5
2678,7,US,desktop,True,5
2679,14,US,mobile,True,5
2680,9,FR,desktop,True,3
2681,19,UK,desktop,True,6
2682,0,CA,mobile,True,2
2683,11,UK,mobile,True,0
2684,10,US,mobile,True,3
2685,0,DE,desktop,False,9
2686,7,CA,desktop,True,9
2687,12,US,mobile,True,1
2688,13,US,desktop,True,7
2689,12,DE,mobile,True,3
2690,14,US,mobile,True,3
2691,16,FR,desktop,True,4
2692,0,US,mobile,True,2
2693,13,UK,desktop,True,4
2694,22,FR,desktop,True,5
2695,14,CA,desktop,True,7
2696,17,UK,mobile,True,4
2697,10,CA,desktop,True,3
2698,18,US,desktop,True,4
2699,18,US,mobile,True,1
2700,14,AU,mobile,True,4
2701,22,DE,mobile,True,2
2702,7,CA,desktop,True,2
2703,0,US,desktop,True,7
2704,18,US,mobile,True,4
2705,19,US,desktop,False,4
2706,7,UK,mobile,True,5
2707,9,DE,desktop,True,5
2708,0,UK,mobile,True,2
2709,10,DE,mobile,True,2
2710,18,US,mobile,True,1
2711,14,US,mobile,True,3
2712,10,US,desktop,True,3
2713,11,UK,mobile,True,1
2714,0,US,mobile,True,0
2715,10,AU,mobile,True,2
2716,17,US,mobile,True,1
2717,22,FR,desktop,True,2
2718,19,UK,desktop,True,4
2719,1,AU,mobile,True,3
2720,20,UK,mobile,True,6
2721,19,FR,mobile,True,5
2722,19,US,desktop,True,6
2723,12,CA,desktop,True,3
2724,11,FR,desktop,True,4
2725,10,US,desktop,True,5
2726,5,US,desktop,True,4
2727,9,UK,desktop,True,4
2728,9,FR,mobile,True,2
2729,13,UK,mobile,True,2
2730,18,UK,mobile,True,4
2731,13,US,mobile,True,4
2732,4,US,desktop,True,10
2733,22,DE,mobile,True,0
2734,21,US,mobile,True,3
2735,19,CA,mobile,True,2
2736,23,FR,mobile,True,6
2737,14,US,mobile,True,2
2738,22,CA,desktop,True,5
2739,5,US,desktop,True,8
2740,11,CA,desktop,True,5
2741,9,US,mobile,True,4
2742,8,CA,mobile,True,1
2743,7,US,mobile,True,2
2744,16,UK,desktop,True,5
2745,19,UK,mobile,True,3
2746,15,US,mobile,False,3
2747,7,CA,desktop,True,8
